"id","source","pmid","pmcid","DOI","title","authorString","journalTitle","issue","journalVolume","pubYear","journalIssn","pageInfo","pubType","isOpenAccess","inEPMC","inPMC","citedByCount","hasReferences","hasTextMinedTerms","hasDbCrossReferences","hasLabsLinks","hasTMAccessionNumbers","luceneScore","tmAccessionTypeList","dbCrossReferenceList","dvcs"
"22840646","MED","22840646",NA,"10.1016/j.aca.2012.06.031","Random frog: an efficient reversible jump Markov Chain Monte Carlo-like approach for variable selection with applications to gene selection and disease classification.","Li HD, Xu QS, Liang YZ.","Anal Chim Acta",NA,"740","2012","0003-2670","20-26","journal article; research support, non-u.s. gov't","N","N","N","6","N","N","N","N","N","207.59076",NA,NA,"code.google.com"
"22623287","MED","22623287",NA,"10.1002/pmic.201200029","Software for analysing ion mobility mass spectrometry data to improve peptide identification.","Xia D, Ghali F, Gaskell SJ, O'Cualain R, Sims PF, Jones AR.","Proteomics","12","12","2012","1615-9853","1912-1916","journal article; research support, non-u.s. gov't","N","N","N","0","Y","N","N","N","N","207.59076",NA,NA,"code.google.com"
"22539430","MED","22539430","PMC3472022","10.1002/pmic.201100578","jmzReader: A Java parser library to process and visualize multiple text and XML-based mass spectrometry data formats.","Griss J, Reisinger F, Hermjakob H, VizcaÃ­no JA.","Proteomics","6","12","2012","1615-9853","795-798","journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","9","Y","Y","N","N","N","207.25073",NA,NA,"code.google.com"
"23034089","MED","23034089","PMC3491424","10.1186/gb-2012-13-10-r96","EpiExplorer: live exploration and global analysis of large epigenomic datasets.","Halachev K, Bast H, Albrecht F, Lengauer T, Bock C.","Genome Biol","10","13","2012","1465-6906","r96","journal article; research support, non-u.s. gov't; product-review","Y","Y","Y","10","Y","Y","N","Y","N","206.73946",NA,NA,"code.google.com"
"24957764","MED","24957764","PMC3901242","10.3390/metabo2040818","Determining enzyme kinetics for systems biology with nuclear magnetic resonance spectroscopy.","Eicher JJ, Snoep JL, Rohwer JM.","Metabolites","4","2","2012","2218-1989","818-843","journal article; research-article","Y","Y","Y","0","Y","Y","N","N","N","206.73946",NA,NA,"code.google.com"
"23107070","MED","23107070","PMC3552835","10.1186/1475-2875-11-357","Simulation of malaria epidemiology and control in the highlands of Western Kenya.","Stuckey EM, Stevenson JC, Cooke MK, Owaga C, Marube E, Oando G, Hardy D, Drakeley C, Smith TA, Cox J, Chitnis N.","Malar J",NA,"11","2012","1475-2875","357","journal article; validation studies; research support, non-u.s. gov't; research-article","Y","Y","Y","5","Y","Y","N","N","N","206.73946",NA,NA,"code.google.com"
"22629461","MED","22629461","PMC3358288","10.1371/journal.pone.0037829","Dispersal routes and habitat utilization of juvenile Atlantic bluefin tuna, Thunnus thynnus, tracked with mini PSAT and archival tags.","Galuardi B, Lutcavage M.","PLoS One","5","7","2012","1932-6203","e37829","journal article; research support, u.s. gov't, non-p.h.s.; research-article","Y","Y","Y","5","Y","Y","N","N","N","206.73946",NA,NA,"code.google.com"
"22815918","MED","22815918","PMC3397933","10.1371/journal.pone.0041070","The impact of small molecule binding on the energy landscape of the intrinsically disordered protein C-myc.","Michel J, Cuchillo R.","PLoS One","7","7","2012","1932-6203","e41070","journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","8","Y","Y","N","N","N","206.73946",NA,NA,"code.google.com"
"22319242","MED","22319242","PMC3272836","10.1155/2012/428503","Thin-layer hydroxyapatite deposition on a nanofiber surface stimulates mesenchymal stem cell proliferation and their differentiation into osteoblasts.","ProseckÃ¡ E, Buzgo M, RampichovÃ¡ M, Kocourek T, KochovÃ¡ P, VyslouÅ¾ilovÃ¡ L, TvrdÃ­k D, JelÃ­nek M, LukÃ¡Å¡ D, Amler E.","J Biomed Biotechnol",NA,"2012","2012","1110-7243","428503","journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","4","Y","Y","N","N","N","206.73946",NA,NA,"code.google.com"
"22293552","MED","22293552","PMC3334586","10.1186/gb-2012-13-1-r5","Uberon, an integrative multi-species anatomy ontology.","Mungall CJ, Torniai C, Gkoutos GV, Lewis SE, Haendel MA.","Genome Biol","1","13","2012","1465-6906","r5","journal article; research support, u.s. gov't, non-p.h.s.; research support, n.i.h., extramural; research support, american recovery and reinvestment act; research-article","Y","Y","Y","52","Y","Y","N","Y","N","206.73946",NA,NA,"code.google.com"
"22492642","MED","22492642",NA,"10.1093/bioinformatics/bts175","GRASS: a generic algorithm for scaffolding next-generation sequencing assemblies.","Gritsenko AA, Nijkamp JF, Reinders MJ, de Ridder D.","Bioinformatics","11","28","2012","1367-4803","1429-1437","journal article; research support, non-u.s. gov't","N","N","N","5","Y","N","N","Y","N","206.70898",NA,NA,"code.google.com"
"22695796","MED","22695796","PMC3394307","10.1093/nar/gks576","EvolView, an online tool for visualizing, annotating and managing phylogenetic trees.","Zhang H, Gao S, Lercher MJ, Hu S, Chen WH.","Nucleic Acids Res","web server issue","40","2012","0305-1048","w569-72","journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","15","Y","Y","N","N","N","205.82724",NA,NA,"code.google.com"
"22576172","MED","22576172","PMC3389768","10.1093/bioinformatics/bts277","BEDOPS: high-performance genomic feature operations.","Neph S, Kuehn MS, Reynolds AP, Haugen E, Thurman RE, Johnson AK, Rynes E, Maurano MT, Vierstra J, Thomas S, Sandstrom R, Humbert R, Stamatoyannopoulos JA.","Bioinformatics","14","28","2012","1367-4803","1919-1920","journal article; research support, n.i.h., extramural; research-article","N","Y","Y","14","Y","Y","N","Y","N","205.78293",NA,NA,"code.google.com"
"22316163","MED","22316163","PMC3299610","10.1186/1471-2148-12-17","Evolution of the intercontinental disjunctions in six continents in the Ampelopsis clade of the grape family (Vitaceae).","Nie ZL, Sun H, Manchester SR, Meng Y, Luke Q, Wen J.","BMC Evol Biol",NA,"12","2012","1471-2148","17","journal article; research support, non-u.s. gov't; research support, u.s. gov't, non-p.h.s.; research-article","Y","Y","Y","5","Y","Y","Y","N","N","205.67526",NA,"EMBLUNIPROT","code.google.com"
"22703977","MED","22703977","PMC3446317","10.1186/gb-2012-13-6-r45","The genomic landscape shaped by selection on transposable elements across 18 mouse strains.","NellÃ¥ker C, Keane TM, Yalcin B, Wong K, Agam A, Belgard TG, Flint J, Adams DJ, Frankel WN, Ponting CP.","Genome Biol","6","13","2012","1465-6906","r45","journal article; research support, non-u.s. gov't; research support, n.i.h., extramural; research support, n.i.h., intramural; research-article","Y","Y","Y","23","Y","Y","N","N","N","205.67526",NA,NA,"code.google.com"
"22846423","MED","22846423","PMC3494518","10.1186/1751-0473-7-8","JobCenter: an open source, cross-platform, and distributed job queue management system optimized for scalability and versatility.","Jaschob D, Riffle M.","Source Code Biol Med","1","7","2012","1751-0473","8","journal article; product-review","Y","Y","Y","0","Y","Y","N","N","N","205.3618",NA,NA,"code.google.com"
"22611296","MED","22611296","PMC3434774","10.1074/mcp.o111.015149","A mass spectrometry proteomics data management platform.","Sharma V, Eng JK, Maccoss MJ, Riffle M.","Mol Cell Proteomics","9","11","2012","1535-9476","824-831","journal article; research support, non-u.s. gov't; research support, n.i.h., extramural; research-article","N","Y","Y","2","Y","Y","N","N","N","205.19821",NA,NA,"code.google.com"
"22375074","MED","22375074","PMC3394945","10.1074/mcp.m111.014381","The mzIdentML data standard for mass spectrometry-based proteomics results.","Jones AR, Eisenacher M, Mayer G, Kohlbacher O, Siepen J, Hubbard SJ, Selley JN, Searle BC, Shofstahl J, Seymour SL, Julian R, Binz PA, Deutsch EW, Hermjakob H, Reisinger F, Griss J, VizcaÃ­no JA, Chambers M, Pizarro A, Creasy D.","Mol Cell Proteomics","7","11","2012","1535-9476","m111.014381","journal article; research support, non-u.s. gov't; research support, n.i.h., extramural; research-article","Y","Y","Y","20","Y","Y","N","N","N","205.19821",NA,NA,"code.google.com"
"22155865","MED","22155865","PMC3268236","10.1093/bioinformatics/btr660","B-SOLANA: an approach for the analysis of two-base encoding bisulfite sequencing data.","Kreck B, Marnellos G, Richter J, Krueger F, Siebert R, Franke A.","Bioinformatics","3","28","2012","1367-4803","428-429","journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","5","Y","Y","N","N","N","205.15944",NA,NA,"code.google.com"
"22954633","MED","22954633","PMC3634317","10.1093/bioinformatics/bts536","Mendel-GPU: haplotyping and genotype imputation on graphics processing units.","Chen GK, Wang K, Stram AH, Sobel EM, Lange K.","Bioinformatics","22","28","2012","1367-4803","2979-2980","journal article; research support, n.i.h., extramural; research-article","N","Y","Y","3","Y","Y","N","N","N","205.15944",NA,NA,"code.google.com"
"22640904","MED","22640904","PMC3441580","10.1186/1751-0473-7-7","Layout-aware text extraction from full-text PDF of scientific articles.","Ramakrishnan C, Patnia A, Hovy E, Burns GA.","Source Code Biol Med","1","7","2012","1751-0473","7","journal article; product-review","Y","Y","Y","2","Y","Y","N","Y","N","204.91783",NA,NA,"code.google.com"
"22238653","MED","22238653","PMC3253109","10.1371/journal.pone.0029788","SASqPCR: robust and rapid analysis of RT-qPCR data in SAS.","Ling D.","PLoS One","1","7","2012","1932-6203","e29788","journal article; validation studies; research-article","Y","Y","Y","5","Y","Y","N","N","N","204.86888",NA,NA,"code.google.com"
"22531118","MED","22531118","PMC3361003","10.1038/msb.2012.12","A framework for mapping, visualisation and automatic model creation of signal-transduction networks.","Tiger CF, Krause F, Cedersund G, PalmÃ©r R, Klipp E, Hohmann S, Kitano H, Krantz M.","Mol Syst Biol",NA,"8","2012","1744-4292","578","journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","15","Y","Y","N","N","N","204.61107",NA,NA,"code.google.com"
"22383735","MED","22383735","PMC3324518","10.1093/bioinformatics/bts099","GENI-DB: a database of global events for epidemic intelligence.","Collier N, Doan S.","Bioinformatics","8","28","2012","1367-4803","1186-1188","journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","4","Y","Y","N","N","N","204.53595",NA,NA,"code.google.com"
"23451295","MED","23451295","PMC3570805","10.4056/sigs.3166513","Meeting Report: Hackathon-Workshop on Darwin Core and MIxS Standards Alignment (February 2012).","Tuama EÃ, Deck J, DrÃ¶ge G, DÃ¶ring M, Field D, Kottmann R, Ma J, Mori H, Morrison N, Sterk P, Sugawara H, Wieczorek J, Wu L, Yilmaz P.","Stand Genomic Sci","1","7","2012","1944-3277","166-170","journal article; research-article","Y","Y","Y","2","Y","Y","N","N","N","204.53595",NA,NA,"code.google.com"
"22305525","MED","22305525","PMC3310469","10.3201/eid1802.111403","Shuni virus as cause of neurologic disease in horses.","van Eeden C, Williams JH, Gerdes TG, van Wilpe E, Viljoen A, Swanepoel R, Venter M.","Emerg Infect Dis","2","18","2012","1080-6040","318-321","journal article; case reports; research support, non-u.s. gov't; brief-report","Y","Y","Y","4","Y","Y","Y","N","N","204.53595",NA,"EMBLUNIPROT","code.google.com"
"22238263","MED","22238263","PMC3289915","10.1093/bioinformatics/bts012","MetExtract: a new software tool for the automated comprehensive extraction of metabolite-derived LC/MS signals in metabolomics research.","Bueschl C, Kluger B, Berthiller F, Lirk G, Winkler S, Krska R, Schuhmacher R.","Bioinformatics","5","28","2012","1367-4803","736-738","journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","12","Y","Y","N","N","N","204.53595",NA,NA,"code.google.com"
"22718978","MED","22718978","PMC3467034","10.1093/nar/gks531","Design, implementation and practice of JBEI-ICE: an open source biological part registry platform and tools.","Ham TS, Dmytriv Z, Plahar H, Chen J, Hillson NJ, Keasling JD.","Nucleic Acids Res","18","40","2012","0305-1048","e141","journal article; research support, u.s. gov't, non-p.h.s.; research-article","Y","Y","Y","7","Y","Y","N","N","N","204.50461",NA,NA,"code.google.com"
"22754383","MED","22754383","PMC3378286","10.7171/jbt.2012-2302-001","ArrayOU: a web application for microarray data analysis and visualization.","Shen K, Wyatt SE, Nadella V.","J Biomol Tech","2","23","2012","1524-0215","37-39","journal article; research-article","N","Y","Y","0","Y","Y","N","N","N","204.50461",NA,NA,"code.google.com"
"22888986","MED","22888986","PMC3437041","10.1089/omi.2012.0042","A software toolkit and interface for performing stable isotope labeling and top3 quantification using Progenesis LC-MS.","Qi D, Brownridge P, Xia D, Mackay K, Gonzalez-Galarza FF, Kenyani J, Harman V, Beynon RJ, Jones AR.","OMICS","9","16","2012","1536-2310","489-495","journal article; research support, non-u.s. gov't; research-article","N","Y","Y","6","Y","Y","N","N","N","204.50461",NA,NA,"code.google.com"
"22102570","MED","22102570","PMC3245167","10.1093/nar/gkr1022","ProPortal: a resource for integrated systems biology of Prochlorococcus and its phage.","Kelly L, Huang KH, Ding H, Chisholm SW.","Nucleic Acids Res","database issue","40","2012","0305-1048","d632-40","journal article; research support, u.s. gov't, non-p.h.s.; research support, n.i.h., intramural; research-article","Y","Y","Y","9","Y","Y","N","Y","N","204.09114",NA,NA,"code.google.com"
"22992255","MED","22992255","PMC3475117","10.1186/1471-2105-13-239","SNP calling by sequencing pooled samples.","Raineri E, Ferretti L, Esteve-Codina A, Nevado B, Heath S, PÃ©rez-Enciso M.","BMC Bioinformatics",NA,"13","2012","1471-2105","239","journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","5","Y","Y","N","N","N","204.09114",NA,NA,"code.google.com"
"22914216","MED","22914216","PMC3467746","10.1093/bioinformatics/bts499","SimRare: a program to generate and analyze sequence-based data for association studies of quantitative and qualitative traits.","Li B, Wang G, Leal SM.","Bioinformatics","20","28","2012","1367-4803","2703-2704","journal article; research support, n.i.h., extramural; research-article","N","Y","Y","7","Y","Y","N","Y","N","204.06374",NA,NA,"code.google.com"
"23240016","MED","23240016","PMC3519891","10.1371/journal.pone.0051359","Analysis of HIV using a high resolution melting (HRM) diversity assay: automation of HRM data analysis enhances the utility of the assay for analysis of HIV incidence.","Cousins MM, Swan D, Magaret CA, Hoover DR, Eshleman SH.","PLoS One","12","7","2012","1932-6203","e51359","journal article; research support, n.i.h., extramural; research-article","Y","Y","Y","6","Y","Y","N","N","N","204.06374",NA,NA,"code.google.com"
"23097421","MED","23097421","PMC3519462","10.1093/bioinformatics/bts633","FFPopSim: an efficient forward simulation package for the evolution of large populations.","Zanini F, Neher RA.","Bioinformatics","24","28","2012","1367-4803","3332-3333","journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","6","Y","Y","N","N","N","204.06374",NA,NA,"code.google.com"
"22844195","MED","22844195","PMC3399708","10.4137/ebo.s9179","Reliable Phylogenetic Trees Building: A New Web Interface for FIGENIX.","Paganini J, Gouret P.","Evol Bioinform Online",NA,"8","2012","1176-9343","417-421","journal article; research-article","Y","Y","Y","3","Y","Y","N","N","N","204.06374",NA,NA,"code.google.com"
"22155871","MED","22155871","PMC3268241","10.1093/bioinformatics/btr668","RRBSMAP: a fast, accurate and user-friendly alignment tool for reduced representation bisulfite sequencing.","Xi Y, Bock C, MÃ¼ller F, Sun D, Meissner A, Li W.","Bioinformatics","3","28","2012","1367-4803","430-432","journal article; research support, non-u.s. gov't; research support, n.i.h., extramural; research-article","N","Y","Y","16","Y","Y","N","N","N","204.06374",NA,NA,"code.google.com"
"22210867","MED","22210867","PMC3307106","10.1093/bioinformatics/btr719","CytoSEED: a Cytoscape plugin for viewing, manipulating and analyzing metabolic models created by the Model SEED.","DeJongh M, Bockstege B, Frybarger P, Hazekamp N, Kammeraad J, McGeehan T.","Bioinformatics","6","28","2012","1367-4803","891-892","journal article; research support, non-u.s. gov't; research support, u.s. gov't, non-p.h.s.; research-article","Y","Y","Y","6","Y","Y","N","N","N","204.06374",NA,NA,"code.google.com"
"22228834","MED","22228834","PMC3326333","10.1093/nar/gkr1259","Correction of RT-qPCR data for genomic DNA-derived signals with ValidPrime.","Laurell H, Iacovoni JS, Abot A, Svec D, Maoret JJ, Arnal JF, Kubista M.","Nucleic Acids Res","7","40","2012","0305-1048","e51","journal article; validation studies; research support, non-u.s. gov't; research-article","Y","Y","Y","7","Y","Y","N","Y","N","204.06374",NA,NA,"code.google.com"
"22160811","MED","22160811","PMC3593345","10.1007/s10858-011-9589-y","GUARDD: user-friendly MATLAB software for rigorous analysis of CPMG RD NMR data.","Kleckner IR, Foster MP.","J Biomol NMR","1","52","2012","0925-2738","11-22","journal article; research support, n.i.h., extramural; research-article","N","Y","Y","5","Y","Y","N","N","N","204.06374",NA,NA,"code.google.com"
"23304327","MED","23304327","PMC3540469",NA,"ClinData Express--a metadata driven clinical research data management system for secondary use of clinical data.","Li Z, Wen J, Zhang X, Wu C, Li Z, Liu L.","AMIA Annu Symp Proc",NA,"2012","2012","1942-597x","552-557","journal article; research support, non-u.s. gov't; research-article","N","Y","Y","1","Y","Y","N","N","N","203.91245",NA,NA,"code.google.com"
"23304331","MED","23304331","PMC3540517",NA,"Using SemRep to label semantic relations extracted from clinical text.","Liu Y, Bill R, Fiszman M, Rindflesch T, Pedersen T, Melton GB, Pakhomov SV.","AMIA Annu Symp Proc",NA,"2012","2012","1942-597x","587-595","journal article; research support, n.i.h., intramural; research-article","N","Y","Y","0","Y","Y","N","N","N","203.91245",NA,NA,"code.google.com"
"22493575","MED","22493575","PMC3318188","10.3389/fninf.2012.00007","The pipeline system for Octave and Matlab (PSOM): a lightweight scripting framework and execution engine for scientific workflows.","Bellec P, Lavoie-Courchesne S, Dickinson P, Lerch JP, Zijdenbos AP, Evans AC.","Front Neuroinform",NA,"6","2012","1662-5196","7","journal article; research-article","Y","Y","Y","9","Y","Y","N","Y","N","203.91245",NA,NA,"code.google.com"
"23028496","MED","23028496","PMC3441562","10.1371/journal.pone.0044180","MyDas, an extensible Java DAS server.","Salazar GA, GarcÃ­a LJ, Jones P, Jimenez RC, Quinn AF, Jenkinson AM, Mulder N, Martin M, Hunter S, Hermjakob H.","PLoS One","9","7","2012","1932-6203","e44180","journal article; research-article","Y","Y","Y","0","Y","Y","N","N","N","203.91245",NA,NA,"code.google.com"
"22434838","MED","22434838","PMC3308160","10.1093/database/bas004","PRIDE: quality control in a proteomics data repository.","Csordas A, Ovelleiro D, Wang R, Foster JM, RÃ­os D, VizcaÃ­no JA, Hermjakob H.","Database (Oxford)",NA,"2012","2012","1758-0463","bas004","journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","10","Y","Y","N","N","N","203.91245",NA,NA,"code.google.com"
"25621316","MED","25621316","PMC4304670",NA,"Read-mapping using personalized diploid reference genome for RNA sequencing data reduced bias for detecting allele-specific expression.","Yuan S, Qin Z.","IEEE International Conference on Bioinformatics and Biomedicine workshops IEEE International Conference on Bioinformatics and Biomedicine",NA,"2012","2012",NA,"718-724","journal article; research-article","N","Y","N","0","Y","Y","N","N","N","203.91245",NA,NA,"code.google.com"
"22096229","MED","22096229","PMC3245097","10.1093/nar/gkr948","InterPro in 2011: new developments in the family and domain prediction database.","Hunter S, Jones P, Mitchell A, Apweiler R, Attwood TK, Bateman A, Bernard T, Binns D, Bork P, Burge S, de Castro E, Coggill P, Corbett M, Das U, Daugherty L, Duquenne L, Finn RD, Fraser M, Gough J, Haft D, Hulo N, Kahn D, Kelly E, Letunic I, Lonsdale D, Lopez R, Madera M, Maslen J, McAnulla C, McDowall J, McMenamin C, Mi H, Mutowo-Muellenet P, Mulder N, Natale D, Orengo C, Pesseat S, Punta M, Quinn AF, Rivoire C, Sangrador-Vegas A, Selengut JD, Sigrist CJ, Scheremetjew M, Tate J, Thimmajanarthanan M, Thomas PD, Wu CH, Yeats C, Yong SY.","Nucleic Acids Res","database issue","40","2012","0305-1048","d306-12","journal article; research support, non-u.s. gov't; research support, n.i.h., extramural; research-article","Y","Y","Y","316","Y","Y","N","Y","N","203.91245",NA,NA,"code.google.com"
"22580178","MED","22580178","PMC3431438","10.1016/j.jbi.2012.04.010","Ontology-guided feature engineering for clinical text classification.","Garla VN, Brandt C.","J Biomed Inform","5","45","2012","1532-0464","992-998","journal article; research support, u.s. gov't, non-p.h.s.; research support, n.i.h., extramural; research-article","N","Y","Y","4","Y","Y","N","N","N","203.70934",NA,NA,"code.google.com"
"23282411","MED","23282411","PMC3542577","10.1186/1752-0509-6-s3-s7","Revealing functionally coherent subsets using a spectral clustering and an information integration approach.","Richards AJ, Schwacke JH, Rohrer B, Cowart LA, Lu X.","BMC Syst Biol","Suppl 3","6 Suppl 3","2012","1752-0509","s7","journal article; research support, n.i.h., extramural; research-article","Y","Y","Y","1","Y","Y","N","N","N","203.70934",NA,NA,"code.google.com"
"22719993","MED","22719993","PMC3375301","10.1371/journal.pone.0038937","Improving disease gene prioritization by comparing the semantic similarity of phenotypes in mice with those of human diseases.","Oellrich A, Hoehndorf R, Gkoutos GV, Rebholz-Schuhmann D.","PLoS One","6","7","2012","1932-6203","e38937","journal article; research support, non-u.s. gov't; comparative study; research-article","Y","Y","Y","7","Y","Y","N","N","N","203.70934",NA,NA,"code.google.com"
"23372966","MED","23372966","PMC3551496","10.4103/2152-7806.104743","An open-source and cross-platform framework for Brain Computer Interface-guided robotic arm control.","Kubben PL, Pouratian N.","Surg Neurol Int",NA,"3","2012","2229-5097","149","journal article; other","Y","Y","Y","1","Y","Y","N","N","N","203.62286",NA,NA,"code.google.com"
"23110314","MED","23110314","PMC3545863","10.1186/1471-2164-13-571","De novo assembly of the pepper transcriptome (Capsicum annuum): a benchmark for in silico discovery of SNPs, SSRs and candidate genes.","Ashrafi H, Hill T, Stoffel K, Kozik A, Yao J, Chin-Wo SR, Van Deynze A.","BMC Genomics",NA,"13","2012","1471-2164","571","journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","13","Y","Y","N","N","Y","203.62286","gen",NA,"code.google.com"
"22689644","MED","22689644","PMC3394324","10.1093/nar/gks552","MFEprimer-2.0: a fast thermodynamics-based program for checking PCR primer specificity.","Qu W, Zhou Y, Zhang Y, Lu Y, Wang X, Zhao D, Yang Y, Zhang C.","Nucleic Acids Res","web server issue","40","2012","0305-1048","w205-8","journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","2","Y","Y","N","N","N","203.62286",NA,NA,"code.google.com"
"22807455","MED","22807455","PMC3816108","10.1002/pmic.201200003","Comparative phosphoproteomic analysis of neonatal and adult murine brain.","Goswami T, Li X, Smith AM, Luderowski EM, Vincent JJ, Rush J, Ballif BA.","Proteomics","13","12","2012","1615-9853","2185-2189","journal article; research support, u.s. gov't, non-p.h.s.; research support, n.i.h., extramural; comparative study; research-article","N","Y","Y","10","Y","Y","Y","N","N","203.62286",NA,"UNIPROT","code.google.com"
"22275265","MED","22275265","PMC3408055","10.1002/lary.23209","Common genetic variants in the 8q24 region and risk of papillary thyroid cancer.","Neta G, Yu CL, Brenner A, Gu F, Hutchinson A, Pfeiffer R, Sturgis EM, Xu L, Linet MS, Alexander BH, Chanock S, Sigurdson AJ.","Laryngoscope","5","122","2012","0023-852x","1040-1042","journal article; research support, non-u.s. gov't; research support, n.i.h., extramural; research support, n.i.h., intramural; comparative study; research-article","N","Y","Y","5","Y","Y","N","N","Y","203.62286","refsnp",NA,"code.google.com"
"23194264","MED","23194264","PMC3926187","10.1586/epr.12.44","Cross-linking/mass spectrometry as a new field and the proteomics information mountain of tomorrow.","Rappsilber J.","Expert Rev Proteomics","5","9","2012","1478-9450","485-487","congresses; research support, non-u.s. gov't; research-article","N","Y","Y","2","Y","Y","N","N","N","203.62286",NA,NA,"code.google.com"
"23001122","MED","23001122","PMC3722904","10.1038/ng.2417","Genome-wide association study identifies a common variant in RAD51B associated with male breast cancer risk.","Orr N, Lemnrau A, Cooke R, Fletcher O, Tomczyk K, Jones M, Johnson N, Lord CJ, Mitsopoulos C, Zvelebil M, McDade SS, Buck G, Blancher C, KConFab Consortium, Trainer AH, James PA, Bojesen SE, Bokmand S, Nevanlinna H, Mattson J, Friedman E, Laitman Y, Palli D, Masala G, Zanna I, Ottini L, Giannini G, Hollestelle A, Ouweland AM, NovakoviÄ S, Krajc M, Gago-Dominguez M, Castelao JE, Olsson H, Hedenfalk I, Easton DF, Pharoah PD, Dunning AM, Bishop DT, Neuhausen SL, Steele L, Houlston RS, Garcia-Closas M, Ashworth A, Swerdlow AJ.","Nat Genet","11","44","2012","1061-4036","1182-1184","journal article; research support, non-u.s. gov't; research support, u.s. gov't, non-p.h.s.; research support, n.i.h., extramural; research-article","Y","Y","Y","14","Y","Y","Y","Y","Y","203.62286","refsnp","OMIMUNIPROT","code.google.com"
"22238636","MED","22238636","PMC3253095","10.1371/journal.pone.0029697","An analysis approach for high-field fMRI data from awake non-human primates.","Stoewer S, Goense J, Keliris GA, Bartels A, Logothetis NK, Duncan J, Sigala N.","PLoS One","1","7","2012","1932-6203","e29697","evaluation studies; journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","3","Y","Y","N","N","N","203.62286",NA,NA,"code.google.com"
"22962475","MED","22962475","PMC3436828","10.1093/bioinformatics/bts401","Random sampling of elementary flux modes in large-scale metabolic networks.","Machado D, Soons Z, Patil KR, Ferreira EC, Rocha I.","Bioinformatics","18","28","2012","1367-4803","i515-i521","journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","6","Y","Y","N","N","N","203.60072",NA,NA,"code.google.com"
"23226242","MED","23226242","PMC3511461","10.1371/journal.pone.0050147","Accurate diagnostics for Bovine tuberculosis based on high-throughput sequencing.","Churbanov A, Milligan B.","PLoS One","11","7","2012","1932-6203","e50147","journal article; research support, non-u.s. gov't; research-article","Y","Y","Y","2","Y","Y","N","N","N","203.60072",NA,NA,"code.google.com"
"22927906","MED","22927906","PMC3424124","10.1371/journal.pone.0041224","Genometa--a fast and accurate classifier for short metagenomic shotgun reads.","Davenport CF, Neugebauer J, Beckmann N, Friedrich B, Kameri B, Kokott S, Paetow M, Siekmann B, Wieding-Drewes M, WienhÃ¶fer M, Wolf S, TÃ¼mmler B, Ahlers V, Sprengel F.","PLoS One","8","7","2012","1932-6203","e41224","journal article; research support, non-u.s. gov't; research support, n.i.h., extramural; research-article","Y","Y","Y","6","Y","Y","N","Y","N","203.60072",NA,NA,"code.google.com"
"22934238","MED","22934238","PMC3424663","10.4103/2153-3539.98813","ImageJS: Personalized, participated, pervasive, and reproducible image bioinformatics in the web browser.","Almeida JS, Iriabho EE, Gorrepati VL, Wilkinson SR, GrÃ¼neberg A, Robbins DE, Hackney JR.","J Pathol Inform",NA,"3","2012","2229-5089","25","journal article; research-article","Y","Y","Y","2","Y","Y","N","N","N","203.60072",NA,NA,"code.google.com"
"23072312","MED","23072312","PMC3607969","10.1186/1471-2105-13-269","Gene Fusion Markup Language: a prototype for exchanging gene fusion data.","Kalyana-Sundaram S, Shanmugam A, Chinnaiyan AM.","BMC Bioinformatics",NA,"13","2012","1471-2105","269","journal article; research support, non-u.s. gov't; research support, u.s. gov't, non-p.h.s.; research support, n.i.h., extramural; research-article","Y","Y","Y","0","Y","Y","N","N","N","203.60072",NA,NA,"code.google.com"
"24187947","MED","24187947","PMC4119064","10.1021/ac402731h","Comment on ""Computation of isotopic peak center-mass distribution by fourier transform"".","Hu H, Dittwald P, Zaia J, Valkenborg D.","Anal Chem","24","85","2013","0003-2700","12189-12192","comment; letter; research support, non-u.s. gov't; article-commentary","N","Y","N","0","Y","Y","N","N","N","203.33562",NA,NA,"code.google.com"
"22555647","MED","22555647","PMC3397139","10.1007/s00726-012-1290-2","AMS 4.0: consensus prediction of post-translational modifications in protein sequences.","Plewczynski D, Basu S, Saha I.","Amino Acids","2","43","2012","0939-4451","573-582","journal article; research support, non-u.s. gov't; comparative study; research-article","Y","Y","Y","3","Y","Y","N","N","N","203.32751",NA,NA,"code.google.com"
