"ext_id","pmid","DOI","out"
"PMC3205045",21999457,"10.1186/1758-2946-3-41","https://bitbucket.org/dmj30/oscar-performance"
"PMC3205045",21999457,"10.1186/1758-2946-3-41","http://sourceforge.net/projects/oscar3-chem/"
"PMC3205045",21999457,"10.1186/1758-2946-3-41","http://sourceforge.net/projects/cdk/"
"PMC3205047",21999549,"10.1186/1758-2946-3-44","http://sourceforge.net/projects/cml"
"PMC3205047",21999549,"10.1186/1758-2946-3-44","http://jmol.sourceforge.net/"
"PMC3205047",21999549,"10.1186/1758-2946-3-44","http://bitbucket.org/wwmm/oscar4"
"PMC3205380",22053155,"10.3389/fninf.2011.00024","http://code.google.com/p/bioscholar"
"PMC3205380",22053155,"10.3389/fninf.2011.00024","http://sourceforge.net/projects/neuroscholar/"
"PMC3205380",22053155,"10.3389/fninf.2011.00024","http://code.google.com/p/svgweb"
"PMC3205385",22069519,"10.3390/v3101849","http://code.google.com/p/cutadapt/"
"PMC3205604",21920901,"10.1093/gbe/evr090","http://github.com/gawbul/gcat"
"PMC3206452",21999363,"10.1186/1758-2946-3-38","http://cml.sourceforge.net"
"PMC3206452",21999363,"10.1186/1758-2946-3-38","http://jmol.sourceforge.net/"
"PMC3206452",21999363,"10.1186/1758-2946-3-38","https://bitbucket.org/sea36/lensfield2/"
"PMC3206452",21999363,"10.1186/1758-2946-3-38","https://bitbucket.org/chempound/"
"PMC3206452",21999363,"10.1186/1758-2946-3-38","http://bitbucket.org/chempound"
"PMC3206453",21999509,"10.1186/1758-2946-3-43","http://jspecview.sourceforge.net"
"PMC3206453",21999509,"10.1186/1758-2946-3-43","http://sourceforge.net/projects/cml/"
"PMC3206454",21999587,"10.1186/1758-2946-3-45","https://github.com/avin2/SensorKinect"
"PMC3206454",21999587,"10.1186/1758-2946-3-45","https://bitbucket.org/jat45/ami/downloads/Notes%20output%20from%20Ami%20brainstorming%20session%207May10.docx"
"PMC3206454",21999587,"10.1186/1758-2946-3-45","http://bitbucket.org/bjb45/ami-project"
"PMC3206454",21999587,"10.1186/1758-2946-3-45","http://bitbucket.org/jat45/ami/"
"PMC3206454",21999587,"10.1186/1758-2946-3-45","http://thetimelineproj.sourceforge.net/"
"PMC3206454",21999587,"10.1186/1758-2946-3-45","https://bitbucket.org/jat45/ami/src/096e6df85d58/arduinoControllerWithoutSD/"
"PMC3206454",21999587,"10.1186/1758-2946-3-45","https://bitbucket.org/jat45/ami"
"PMC3206454",21999587,"10.1186/1758-2946-3-45","https://github.com/benosteen/Kinect-tracking-code"
"PMC3206454",21999587,"10.1186/1758-2946-3-45","https://bitbucket.org/dan2097/opsin-android"
"PMC3206454",21999587,"10.1186/1758-2946-3-45","https://bitbucket.org/jat45/ami/downloads/AMI%20video%20v4.mp4"
"PMC3206454",21999587,"10.1186/1758-2946-3-45","http://thetimelineproj.sourceforge.net"
"PMC3206459",21955914,"10.1186/1478-4505-9-36","http://sourceforge.net/about"
"PMC3206522",21995639,"10.1186/1471-2164-12-503","http://sourceforge.net/projects/aped"
"PMC3208355",21967198,"10.1021/pr200664h","http://code.google.com/p/jtraml/download"
"PMC3208355",21967198,"10.1021/pr200664h","http://code.google.com/p/jtraml/wiki/converter#TraML_Converter_Command_Line"
"PMC3208396",21984761,"10.1093/bioinformatics/btr554","http://code.google.com/p/knime4bio/"
"PMC3209470",21981858,"10.1186/1471-2164-12-492","http://code.google.com/p/atgc-illumina/wiki/Illumina_QSEQ_Parser"
"PMC3209470",21981858,"10.1186/1471-2164-12-492","http://code.google.com/p/atgc-illumina/wiki/Illumina_Quality_Scores"
"PMC3209470",21981858,"10.1186/1471-2164-12-492","http://code.google.com/p/atgc-illumina/."
"PMC3210745",22087219,"10.1371/journal.pone.0026054","http://code.google.com/p/batman-aligner/"
"PMC3212813",22023696,"10.1186/1471-2229-11-144","http://sourceforge.net/search/?q=mwcalc"
"PMC3213178",22102801,"10.1371/journal.pcbi.1002263","http://code.google.com/p/universal-code-generator/"
"PMC3213686",21679460,"10.1186/1471-2105-12-240","http://primer3.sourceforge.net/"
"PMC3214202",22026969,"10.1186/1756-0500-4-445","Project homepage: https://sourceforge.net/projects/audocker/files/?"
"PMC3214203",22035155,"10.1186/1756-0500-4-462","http://code.google.com/p/fuga"
"PMC3214203",22035155,"10.1186/1756-0500-4-462","http://code.google.com/p/fuga/"
"PMC3214204",22029428,"10.1186/1756-0500-4-449","https://sourceforge.net/p/bioinfo-454sim/"
"PMC3215701",21999641,"10.1186/1471-2164-12-507","http://chipster.sourceforge.net"
"PMC3215701",21999641,"10.1186/1471-2164-12-507","http://sourceforge.net/apps/mediawiki/chipster/"
"PMC3216957",22102894,"10.1371/journal.pone.0027431","http://code.google.com/p/transfer-entropy-toolbox/"
"PMC3217056",22014236,"10.1186/1471-2105-12-405","http://code.google.com/p/speaq/"
"PMC3217896",22041276,"10.1186/2041-1480-2-9","http://sourceforge.net/projects/idobru"
"PMC3217896",22041276,"10.1186/2041-1480-2-9","http://code.google.com/p/information-artifact-ontology/"
"PMC3218829",21787385,"10.1186/gb-2011-12-7-r67","http://code.google.com/p/zinba/"
"PMC3218831",21797991,"10.1186/gb-2011-12-7-r69","http://code.google.com/p/expressionplot/source/browse/trunk/lib/R/BradStats.R"
"PMC3219611",22131910,"10.1371/journal.pcbi.1002284","http://code.google.com/p/gmv/"
"PMC3219611",22131910,"10.1371/journal.pcbi.1002284","http://code.google.com/p/gmv"
"PMC3219657",22114666,"10.1371/journal.pone.0027080","http://code.google.com/p/cago/"
"PMC3219967",21595876,"10.1186/gb-2011-12-5-r44","https://github.com/csmiller/EMIRGE"
"PMC3219971",21619600,"10.1186/gb-2011-12-5-r48","http://dawgpaws.sourceforge.net"
"PMC3219971",21619600,"10.1186/gb-2011-12-5-r48","http://sourceforge.net/projects/seqclean/"
"PMC3220689",22125625,"10.1371/journal.pone.0027805","http://sourceforge.net/projects/quasr/"
"PMC3220873",21969471,"10.1093/bib/bbr051","https://github.com/semsol/arc2/wiki"
"PMC3220874",21984743,"10.1093/bib/bbr055","http://cruisecontrol.sourceforge.net/"
"PMC3220874",21984743,"10.1093/bib/bbr055","http://sourceforge.net/projects/rtumldesigner/"
"PMC3220874",21984743,"10.1093/bib/bbr055","http://code.google.com/p/econference4/"
"PMC3220874",21984743,"10.1093/bib/bbr055","http://tagsea.sourceforge.net/"
"PMC3220874",21984743,"10.1093/bib/bbr055","http://github.com/"
"PMC3222620",22054356,"10.1186/1756-0500-4-482","https://sourceforge.net/projects/processhits/"
"PMC3222693",21323670,"10.1111/j.1365-2818.2011.03486.x","http://code.google.com/p/iocbio/wiki/DeconvolutionSoftware"
"PMC3223172",22132098,"10.1371/journal.pone.0027372","http://code.google.com/p/ct-us-openigtlink/"
"PMC3223392",22131973,"10.3389/fninf.2011.00030","http://sourceforge.net/projects/biosig/"
"PMC3224119",21496274,"10.1186/1471-2164-12-194","http://sourceforge.net/projects/wgs-assembler/"
"PMC3224121",22013891,"10.1186/1471-2148-11-311","http://sourceforge.net/projects/bayesrate/"
"PMC3224121",22013891,"10.1186/1471-2148-11-311","http://rpy.sourceforge.net/"
"PMC3224124",21592389,"10.1186/1471-2229-11-86","http://sourceforge.net/projects/dotplot/"
"PMC3224148",21985453,"10.1186/1471-2105-12-394","https://github.com/ofrg/OFRG-Probe-Set-Design"
"PMC3224779",22032770,"10.1186/1471-2105-12-418","http://code.google.com/p/oboformat/"
"PMC3224779",22032770,"10.1186/1471-2105-12-418","http://code.google.com/p/owltools/"
"PMC3225077",22120662,"10.1093/database/bar051","http://sourceforge.net/projects/gmod/"
"PMC3225077",22120662,"10.1093/database/bar051","http://sourceforge.net/projects/gmod-ware/"
"PMC3225077",22120662,"10.1093/database/bar051","https://lists.sourceforge.net/lists/listinfo/gmod-phendiver"
"PMC3225077",22120662,"10.1093/database/bar051","https://github.com/solgenomics"
"PMC3225079",22120664,"10.1093/database/bar053","http://primer3.sourceforge.net/"
"PMC3225864",20298527,"10.1186/1758-2946-1-9","http://sourceforge.net/projects/jspecview/"
"PMC3225864",20298527,"10.1186/1758-2946-1-9","http://code.google.com/p/flot/"
"PMC3226070",22319486,"10.3389/fncom.2011.00052","http://code.google.com/p/kdq-bayes-kl"
"PMC3226357",21791054,"10.1186/1476-072x-10-45","https://github.com/mszarski/KinectMapper"
"PMC3228550",21846404,"10.1186/1471-2105-12-341","http://code.google.com/p/my-project-bpredictor/downloads/list"
"PMC3228551",21718515,"10.1186/1471-2105-12-270","http://github.com/purzelrakete/workling"
"PMC3228551",21718515,"10.1186/1471-2105-12-270","http://github.com/tra/spawn"
"PMC3228552",21906284,"10.1186/1471-2105-12-361","http://sourceforge.net/projects/auks/"
"PMC3228555",21824426,"10.1186/1471-2105-12-327","https://github.com/vjethava/NETGEM"
"PMC3228564",22163200,"10.3390/ijerph8114160","http://code.google.com/apis/gears/api_geolocation.html"
"PMC3230977",22163385,"10.3390/s101008865","http://sourceforge.net/projects/opencvlibrary/"
"PMC3230977",22163385,"10.3390/s101008865","http://playerstage.sourceforge.net/"
"PMC3231313",22163811,"10.3390/s110403595","http://perfmon2.sourceforge.net/"
"PMC3231498",22164110,"10.3390/s110908855","http://sourceforge.net/projects/ogsa-dai/files/OGSA-DAI%20WS-DAIR%201.0/"
"PMC3232374",22025480,"10.1093/bioinformatics/btr589","http://code.google.com/p/popoolation2/"
"PMC3232374",22025480,"10.1093/bioinformatics/btr589","http://code.google.com/p/popoolation2/wiki/Manual"
"PMC3232374",22025480,"10.1093/bioinformatics/btr589","http://code.google.com/p/popoolation2/wiki/Tutorial"
"PMC3232374",22025480,"10.1093/bioinformatics/btr589","http://code.google.com/p/popoolation2/wiki/Validation"
"PMC3233577",22163313,"10.1371/journal.pone.0028550","http://sourceforge.net/projects/solsnp/"
"PMC3234430",22207805,"10.3897/zookeys.150.1766","http://digir.sourceforge.net/"
"PMC3234430",22207805,"10.3897/zookeys.150.1766","http://sourceforge.net/apps/mediawiki/cdao/index.php?title=Main_Page"
"PMC3234430",22207805,"10.3897/zookeys.150.1766","http://code.google.com/p/evolution-ontology/"
"PMC3234430",22207805,"10.3897/zookeys.150.1766","http://sourceforge.net/projects/microphenotypes/"
"PMC3234431",22207806,"10.3897/zookeys.150.2193","https://github.com/mleibman/SlickGrid"
"PMC3234433",22207808,"10.3897/zookeys.150.2213","http://sourceforge.net/projects/taxonx"
"PMC3234433",22207808,"10.3897/zookeys.150.2213","http://sourceforge.net/projects/taxpub"
"PMC3234433",22207808,"10.3897/zookeys.150.2213","http://sourceforge.net/projects/taxonx/;"
"PMC3234433",22207808,"10.3897/zookeys.150.2213","http://sourceforge.net/projects/taxpub/;"
"PMC3234433",22207808,"10.3897/zookeys.150.2213","http://sourceforge.net/projects/taxpub/"
"PMC3234434",22207809,"10.3897/zookeys.150.2109","https://github.com/Vizzuality/GeoCAT"
"PMC3234437",22207812,"10.3897/zookeys.150.2248","https://github.com/edwbaker/ICZN-Aker"
"PMC3234437",22207812,"10.3897/zookeys.150.2248","https://github.com/edwbaker/ICZN-Blocks"
"PMC3234441",22207816,"10.3897/zookeys.150.1881","http://sourceforge.net/projects/taxpub"
"PMC3235518",22180826,"10.4056/sigs.2034671","http://libsedml.sourceforge.net/libSedML/Welcome.html"
"PMC3235518",22180826,"10.4056/sigs.2034671","http://sourceforge.net/projects/jlibsedml"
"PMC3235518",22180826,"10.4056/sigs.2034671","http://arcadiapathways.sourceforge.net"
"PMC3235518",22180826,"10.4056/sigs.2034671","http://sbfc.sourceforge.net"
"PMC3235518",22180826,"10.4056/sigs.2034671","http://code.google.com/p/psicquic"
"PMC3236239",22174941,"10.1371/journal.pone.0028990","git@github.com:itsatony/crossQuery.git"
"PMC3236239",22174941,"10.1371/journal.pone.0028990","https://github.com/varuul/labhive"
"PMC3236839",22165854,"10.1186/1471-2105-12-s10-s17","https://github.com/tinkerpop/gremlin/wiki"
"PMC3236839",22165854,"10.1186/1471-2105-12-s10-s17","https://github.com/tinkerpop/rexster/wiki/"
"PMC3237112",22054122,"10.1186/1471-2105-12-431","http://code.google.com/p/aigo"
"PMC3239238",21955394,"10.1186/gm279","https://github.com/skilpinen/AGEP"
"PMC3239299",22166341,"10.1186/2041-1480-2-s5-s1","http://code.google.com/p/information-artifact-ontology/"
"PMC3239300",22166371,"10.1186/2041-1480-2-s5-s10","http://code.google.com/p/srl-editor/"
"PMC3239306",22166257,"10.1186/2041-1480-2-s5-s6","http://code.google.com/p/thebeast/"
"PMC3239309",22166368,"10.1186/2041-1480-2-s5-s9","http://code.google.com/p/srl-editor/"
"PMC3240073",NA,NA,"http://primer3.sourceforge.net/"
"PMC3240528",NA,NA,"http://sourceforge.net/projects/auto-07p/"
"PMC3240990",22355684,"10.1038/srep00169","https://sourceforge.net/projects/uniquemer/"
"PMC3244399",22229055,"10.1371/journal.pone.0028747","http://code.google.com/p/mi-crush/"
"PMC3244991",22096227,"10.1093/nar/gkr930","http://imex.sourceforge.net/"
"PMC3244991",22096227,"10.1093/nar/gkr930","http://imex.sourceforge.net/doc/imex-curationManual.doc"
"PMC3244991",22096227,"10.1093/nar/gkr930","https://sourceforge.net/tracker/?group_id=65472&atid=612426"
"PMC3245010",22123736,"10.1093/nar/gkr1048","http://sourceforge.net/tracker/?group_id=36855&atid=605890"
"PMC3245029",22140103,"10.1093/nar/gkr1097","http://sourceforge.net/projects/miriam/"
"PMC3245029",22140103,"10.1093/nar/gkr1097","http://edamontology.sourceforge.net/"
"PMC3245052",22135291,"10.1093/nar/gkr1126","https://sourceforge.net/projects/rhea-ebi/"
"PMC3245052",22135291,"10.1093/nar/gkr1126","In addition, an advanced search page allows a search to be restricted to specific fields (e.g. reaction participants, cross-references or citations) and to perform structural searches. In this latter case, the user can import or draw a 2D-structure through the JChemPaint applet (jchempaint.sourceforge.net), following which the chemical structure search algorithm OrChem (22) will perform a substructure or similarity search on the set of compounds involved in Rhea. The complete documentation of the structural search is available on the ChEBI web server (http://www.ebi.ac.uk/chebi/userManualForward.do)."
"PMC3245052",22135291,"10.1093/nar/gkr1126","http://sourceforge.net/projects/rhea-ebi/"
"PMC3245061",22064852,"10.1093/nar/gkr874","http://code.google.com/p/milo-lab/"
"PMC3245064",22121217,"10.1093/nar/gkr1051","http://isatab.sourceforge.net"
"PMC3245064",22121217,"10.1093/nar/gkr1051","http://bitbucket.org/hbc/galaxy-central-hbc"
"PMC3245075",22121220,"10.1093/nar/gkr1088","http://code.google.com/p/intact/"
"PMC3245097",22096229,"10.1093/nar/gkr948","http://code.google.com/p/interproscan/wiki/RunningStandaloneInterProScan5"
"PMC3245097",22096229,"10.1093/nar/gkr948","http://code.google.com/p/mydas/"
"PMC3245132",22139942,"10.1093/nar/gkr1172","http://sourceforge.net/projects/samtools/files/"
"PMC3245148",22075991,"10.1093/nar/gkr925","http://code.google.com/p/genewiki/"
"PMC3245154",22139937,"10.1093/nar/gkr1134","http://matplotlib.sourceforge.net"
"PMC3245154",22139937,"10.1093/nar/gkr1134","http://code.google.com/p/cing"
"PMC3245161",22096235,"10.1093/nar/gkr1050","https://sourceforge.net/projects/predictivenets/"
"PMC3245161",22096235,"10.1093/nar/gkr1050","https://sourceforge.net/projects/predictivenets"
"PMC3245161",22096235,"10.1093/nar/gkr1050","https://github.com/bhaibeka/predictionet"
"PMC3245167",22102570,"10.1093/nar/gkr1022","http://code.google.com/apis/chart/"
"PMC3245167",22102570,"10.1093/nar/gkr1022","http://code.google.com/apis/maps/"
"PMC3245167",22102570,"10.1093/nar/gkr1022","http://code.google.com/p/systemsbiology-visualizations/"
"PMC3245425",22004596,"10.1186/2041-1480-2-7","http://sourceforge.net/projects/lsid/"
"PMC3245621",21859476,"10.1186/gb-2011-12-8-r83","https://bitbucket.org/cistrome/cistrome-harvard/"
"PMC3245621",21859476,"10.1186/gb-2011-12-8-r83","https://bitbucket.org/cistrome/cistrome-applications-harvard"
"PMC3245938",21908399,"10.1093/nar/gkr723","http://code.google.com/p/priithon/"
"PMC3246742",22220167,"10.1155/2011/373875","http://sourceforge.net/projects/cvit/"
"PMC3246742",22220167,"10.1155/2011/373875","http://bitbucket.org/pierrejoye/gd-libgd"
"PMC3247226",22216103,"10.1371/journal.pone.0028646","http://sourceforge.net/projects/regnann/files/"
"PMC3248099",22082336,"10.1186/1471-2164-12-557","http://sourceforge.net/apps/mediawiki/samtools/index.php?title=SAM_FAQ"
"PMC3248387",22219715,"10.1371/journal.pcbi.1002285","http://sourceforge.net/projects/shapega/"
"PMC3248447",22242142,"10.1371/journal.pone.0029731","http://code.google.com/p/multi-channel-data-analysis/"
"PMC3251534",22126392,"10.1186/1476-072x-10-62","http://code.google.com/intl/es/apis/maps/documentation/javascript/v2/services.html"
"PMC3251610",22238659,"10.1371/journal.pone.0029814","http://sourceforge.net/projects/ngmagic/"
"PMC3252298",22242154,"10.1371/journal.pone.0028956","http://sourceforge.net/projects/scipy/"
"PMC3253084",22238640,"10.1371/journal.pone.0029715","http://code.google.com/p/darwincore/"
"PMC3253084",22238640,"10.1371/journal.pone.0029715","http://code.google.com/p/darwincore/wiki/SubmittingIssues"
"PMC3253084",22238640,"10.1371/journal.pone.0029715","http://code.google.com/p/darwincore/wiki/ToolsAndApplications#Tools"
"PMC3253084",22238640,"10.1371/journal.pone.0029715","http://code.google.com/p/darwincore-germplasm/"
"PMC3253084",22238640,"10.1371/journal.pone.0029715","http://code.google.com/p/applecore/wiki/Introduction"
"PMC3253084",22238640,"10.1371/journal.pone.0029715","http://code.google.com/p/tdwg-rdf/"
"PMC3253095",22238636,"10.1371/journal.pone.0029697","http://code.google.com/p/fmri-sandbox/"
"PMC3253109",22238653,"10.1371/journal.pone.0029788","http://code.google.com/p/sasqpcr/downloads/list"
"PMC3253384",20959152,"10.1016/j.dci.2010.09.013","http://primer3.sourceforge.net/"
"PMC3253730",22477773,"10.1107/s0021889809016690","http://xdrawchem.sourceforge.net/"
"PMC3253730",22477773,"10.1107/s0021889809016690","http://sourceforge.net/projects/joelib/"
"PMC3253730",22477773,"10.1107/s0021889809016690","http://sourceforge.net/projects/cdk/"
"PMC3254173",22275893,"10.3389/fninf.2011.00025","http://labinfsyst.sourceforge.net/"
"PMC3254173",22275893,"10.3389/fninf.2011.00025","http://sourceforge.net/projects/nusoap"
"PMC3255282",22253616,"10.1155/2011/923035","http://sourceforge.net/apps/mediawiki/cvit/index.php?title=Main_Page"
"PMC3257073",22272076,"10.3390/ijms12128347","http://code.google.com/p/randomforest-matlab/"
"PMC3258198",22104558,"10.1186/2043-9113-1-32","https://sourceforge.net/projects/hl7mtsdemo/"
"PMC3258200",22195603,"10.1186/1476-072x-10-69","http://code.google.com/apis/gdata/docs/developers-guide.html"
"PMC3258243",22253699,"10.1371/journal.pone.0028832","http://sourceforge.net/projects/raxmlgui/"
"PMC3258298",22168751,"10.1186/1471-2164-12-605","https://sourceforge.net/projects/mireap/"
"PMC3259123",22172045,"10.1186/1471-2105-12-475","https://sourceforge.net/projects/episimsimulator/files/"
"PMC3259440",22121156,"10.1093/bioinformatics/btr652","http://sourceforge.net/projects/sybil"
"PMC3260147",22272231,"10.1371/journal.pone.0029264","http://code.google.com/p/adaptive-memory-prediction-framework."
"PMC3260173",22272252,"10.1371/journal.pone.0029851","https://sourceforge.net/projects/lipidxplorer/files/"
"PMC3260300",22272189,"10.1371/journal.pmed.1001157","http://code.google.com/p/openmalaria/"
"PMC3260887",22259303,"10.3897/zookeys.137.1786","Following the convention for scale insects, each figure displays the dorsal body surface on the left side of the page, and the ventral body surface on the right. Enlargements of diagnostic features are located around the margin of each main figure. Geographic coordinates are provided for each collection location (with a few exceptions). If this information was not part of the original collection data (most cases), approximated coordinates are provided in square brackets. We estimated coordinates via the Google Geocoding API (http://code.google.com/apis/maps/documentation/geocoding/), automating requests via a Python script (available from NBH by request)."
"PMC3261699",21988835,"10.1038/msb.2011.75","http://sourceforge.net/projects/fsa/"
"PMC3261699",21988835,"10.1038/msb.2011.75","http://sourceforge.net/projects/msaprobs/files/"
"PMC3261909",22276193,"10.1371/journal.pone.0030412","http://sourceforge.net/p/learnehr/home/Home/"
"PMC3261911",22275856,"10.1371/journal.pcbi.1002316","https://github.com/gdurin/pyFitting"
"PMC3261977",21810555,"10.1289/ehp.1103454","http://code.google.com/p/glu-genetics/"
"PMC3263597",21930505,"10.1093/database/bar035","http://sourceforge.net/projects/cg-pipeline/"
"PMC3264508",22222098,"10.1186/1752-153x-6-2","http://sourceforge.net/projects/pymolapbsplugin/"
"PMC3264508",22222098,"10.1186/1752-153x-6-2","http://sourceforge.net/apps/mediawiki/cdk/index.php?title=Main_Page"
"PMC3264508",22222098,"10.1186/1752-153x-6-2","http://code.google.com/p/scipy-cluster/"
"PMC3264630",22292040,"10.1371/journal.pone.0030783","http://code.google.com/p/surfaceslide-yinhaiwang/using"
"PMC3264653",22292087,"10.1371/journal.pone.0030988","http://sourceforge.net/projects/miReap/"
"PMC3265509",22292008,"10.1371/journal.pone.0030652","http://sourceforge.net/projects/lpsolve/"
"PMC3266889",22291611,"10.1371/journal.pgen.1002487","http://code.google.com/p/popoolationte/"
"PMC3267244",22017798,"10.1186/1471-2105-12-408","https://github.com/lucapinello/mim"
"PMC3267681",22112171,"10.1186/1471-2229-11-170","http://sourceforge.net/projects/mireap/"
"PMC3267688",22115430,"10.1186/2041-2223-2-23","http://sourceforge.net/projects/seqbarracuda"
"PMC3267785",22165866,"10.1186/1471-2105-12-470","http://code.google.com/p/beagle-lib/"
"PMC3267785",22165866,"10.1186/1471-2105-12-470","http://code.google.com/p/phlawd"
"PMC3267864",22237025,"10.1038/nature10738","http://sourceforge.net/projects/bio-bwa/"
"PMC3268122",22208765,"10.1186/1471-2105-12-493","http://code.google.com/p/cd-hybrid/"
"PMC3268236",22155865,"10.1093/bioinformatics/btr660","http://code.google.com/p/bsolana/"
"PMC3268248",22171330,"10.1093/bioinformatics/btr685","https://sourceforge.net/projects/sitepainter"
"PMC3268249",22171334,"10.1093/bioinformatics/btr686","http://code.google.com/p/cutadapt/"
"PMC3268772",22040322,"10.1186/1471-2105-12-425","http://sourceforge.net/projects/ireport"
"PMC3269415",22303493,"10.1371/journal.pntd.0001494","http://code.google.com/p/wormassay/"
"PMC3269933",22151701,"10.1186/1471-2105-12-s8-s10","http://sourceforge.net/p/simpleclassify/home/"
"PMC3269933",22151701,"10.1186/1471-2105-12-s8-s10","http://sourceforge.net/p/ontonorm/home/"
"PMC3269933",22151701,"10.1186/1471-2105-12-s8-s10","http://weka.sourceforge.net/doc/weka/classifiers/meta/RandomCommittee.html"
"PMC3269938",22151929,"10.1186/1471-2105-12-s8-s3","https://sourceforge.net/projects/simpleclassify/"
"PMC3269938",22151929,"10.1186/1471-2105-12-s8-s3","https://sourceforge.net/projects/ontonorm/"
"PMC3269938",22151929,"10.1186/1471-2105-12-s8-s3","http://psidev.sourceforge.net/mi/rel25/data/psi-mi25.obo"
"PMC3269938",22151929,"10.1186/1471-2105-12-s8-s3","http://sourceforge.net/p/simpleclassify/home/"
"PMC3269938",22151929,"10.1186/1471-2105-12-s8-s3","http://sourceforge.net/p/ontonorm/home/"
"PMC3271090",22165947,"10.1186/1471-2164-12-603","http://code.google.com/p/genewiki/"
"PMC3271711",21624126,"10.1186/gb-2011-12-5-r50","http://sourceforge.net/apps/mediawiki/invue/"
"PMC3271966",22188675,"10.1186/1476-072x-10-67","http://code.google.com/p/deri-lsm/"
"PMC3271966",22188675,"10.1186/1476-072x-10-67","http://code.google.com/p/ogs-sdk/downloads/detail?name=Open+GeoSMS+for+EDM.pdf"
"PMC3271966",22188675,"10.1186/1476-072x-10-67","http://sourceforge.net/apps/trac/gsn/"
"PMC3272009",22319566,"10.1371/journal.pone.0030370","http://code.google.com/p/caprg/"
"PMC3272020",22319561,"10.1371/journal.pone.0030126","http://code.google.com/p/microbedmm/"
"PMC3272374",22258828,"10.1007/s12021-012-9140-7","http://code.google.com/p/findv1/"
"PMC3272836",22319242,"10.1155/2012/428503","http://code.google.com/p/elfpy/"
"PMC3273435",22244509,"10.1186/1475-2875-11-20","http://code.google.com/p/openmalaria/"
"PMC3274206",22319278,"10.3390/s100402885","http://sourceforge.net/projects/opencvlibrary/"
"PMC3276680",22185240,"10.1186/1471-2164-12-623","http://sourceforge.net/apps/mediawiki/mira-assembler"
"PMC3277465",22103391,"10.1186/1471-2172-12-66","http://sourceforge.net/projects/sashimi"
"PMC3277490",22107807,"10.1186/1758-2946-3-51","http://sourceforge.net/projects/rdkit"
"PMC3277916",22024252,"10.1186/1471-2105-12-411","http://code.google.com/p/epept/"
"PMC3277942",22318026,"10.1038/nbt.2112","http://code.google.com/p/pride-toolsuite/wiki/PRIDEInspector"
"PMC3277942",22318026,"10.1038/nbt.2112","http://code.google.com/p/pride-converter"
"PMC3279226",22368482,"10.3390/s120100500","http://sourceforge.net/projects/iperf/"
"PMC3279355",22348032,"10.1371/journal.pone.0030953","http://sourceforge.net/projects/palfinder/and"
"PMC3279424",22348130,"10.1371/journal.pone.0031826","https://sourceforge.net/projects/hippiecbdm"
"PMC3280142",22134646,"10.1038/ismej.2011.139","http://sourceforge.net/projects/tax2tree/"
"PMC3280305",22355364,"10.1371/journal.pone.0031426","https://sourceforge.net/projects/mireap/"
"PMC3280341",22115278,"10.1186/1471-2105-12-456","http://code.google.com/p/oboformat/"
"PMC3280341",22115278,"10.1186/1471-2105-12-456","http://obo.cvs.sourceforge.net/*checkout*/obo/obo/ontology/OBO_REL/ro_proposed.obo"
"PMC3280341",22115278,"10.1186/1471-2105-12-456","http://code.google.com/p/oboformat"
"PMC3280451",22354957,"10.1128/mbio.00305-11","http://sourceforge.net/projects/solsnp/"
"PMC3282659",22216965,"10.1186/1471-2164-13-4","http://sourceforge.net/projects/mireap/"
"PMC3282787",22115179,"10.1186/1471-2105-12-455","http://igraph.sourceforge.net"
"PMC3282787",22115179,"10.1186/1471-2105-12-455","http://code.google.com/p/psicquic"
"PMC3282787",22115179,"10.1186/1471-2105-12-455","http://code.google.com/p/psicquic/wiki/MITAB25Format"
"PMC3283319",22151646,"10.1186/1471-2105-12-s9-s11","http://github.com/putnamlab/dcj-c"
"PMC3284147",22371701,"10.3389/fnhum.2012.00029","http://sourceforge.net/projects/erppcatoolkit/files"
"PMC3284326",22384397,"10.1534/g3.111.001784","http://sourceforge.net/p/breedingsim/"
"PMC3284347",22338691,"10.1107/s0909049511049144","http://sourceforge.net/projects/txm-wizard/"
"PMC3285513",21850031,"10.1038/gene.2011.56","http://code.google.com/p/mosaik-aligner/"
"PMC3285633",22384016,"10.1371/journal.pone.0031386","http://sourceforge.net/projects/cmessi/"
"PMC3285633",22384016,"10.1371/journal.pone.0031386","http://octupus.sourceforge.net"
"PMC3287134",22098775,"10.1186/1471-2202-12-119","http://code.google.com/p/transfer-entropy-toolbox/"
"PMC3287445",22373175,"10.1186/1471-2105-12-s15-s2","http://code.google.com/p/gbif-registry/"
"PMC3287448",22373257,"10.1186/1471-2105-12-s15-s5","http://code.google.com/p/gbif-providertoolkit/downloads/detail?name=ipt-architecture_1.1.pdf&can=2&q=IPT+Architecture"
"PMC3287448",22373257,"10.1186/1471-2105-12-s15-s5","http://digir.sourceforge.net"
"PMC3287448",22373257,"10.1186/1471-2105-12-s15-s5","https://github.com"
"PMC3287448",22373257,"10.1186/1471-2105-12-s15-s5","http://code.google.com"
"PMC3288097",22384239,"10.1371/journal.pone.0032394","https://code.google.com/p/pcagopromoter/downloads/list"
"PMC3289915",22238263,"10.1093/bioinformatics/bts012","http://code.google.com/p/metextract/"
"PMC3292024",22408455,"10.3390/ijms13022301","http://primer3.sourceforge.net/"
"PMC3292476",22239737,"10.1186/1471-2105-13-8","http://sourceforge.net/projects/atlas2/"
